"question_id","user_id","sms_guru_id","category_main_id","question","description","tags","categories","url","rating_count_positive","rating_count_negative","answer_count","reported","answered","active","deleted","seo_locked","editor_locked","editor_id","created_at","updated_at"
"15796","0","0","65","Was für eigenschafften und charakterzüge haben wassermänner?","","Wassermann, Charakterzüge, Eigenschaften","Sternzeichen","astrologie/sternzeichen/was-fuer-eigenschafften-und-charakterzuege-haben-wassermaenner-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-08-12 01:08:38","2010-05-06 17:12:55"
"12196","0","0","62","27.08.1984","","27.08.1984","Horoskop","astrologie/horoskop/27-08-1984","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","10","2009-01-11 12:12:02","2010-04-15 18:52:27"
"16758","0","0","65","Passen Waage und Zwilling zusammen ?","","Waage, Zwilling, Beziehung","Sternzeichen","astrologie/sternzeichen/passen-waage-und-zwilling-zusammen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-09-27 00:58:33","2010-05-31 14:21:58"
"4620","0","69985","48","Wie heißt der bildhauer des bassenheimer reiter?","","bildhauer, bassenheimer, reiter","Kunst","wissen/kunst/wie-heisst-der-bildhauer-des-bassenheimer-reiter-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","10","2010-04-05 19:30:11","2010-04-08 17:43:36"
"4835","0","70200","82","Welche sind die 10 geilsten stars und an welchem körperteil kann man es festmachen?","","Stars, Körperteil, Sexy, Name,","Celebrities/Pornostars","adult/celebrities-pornostars/welche-sind-die-10-geilsten-stars-und-an-welchem-koerperteil-kann-man-es-festmachen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","4","2010-04-05 20:35:22","2010-04-08 19:26:04"
"7460","0","72825","77","Wie schaffe ich es meine schwiegermutter zuficken?sie ist 47 und ich 29","","Sex, Familie, Verwandte","Fun","adult/fun/wie-schaffe-ich-es-meine-schwiegermutter-zuficken-sie-ist-47-und-ich-29","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","8","2010-04-06 10:45:20","2010-04-11 22:02:10"
"1050","0","66411","77","ich liege in der wanne mit einem steifen was soll ich tun","","errektion, badewanne","Fun","adult/fun/ich-liege-in-der-wanne-mit-einem-steifen-was-soll-ich-tun","0","0","0","0","0","1","0","1","0000-00-00 00:00:00","0","2010-03-31 16:48:56","2010-04-03 12:25:04"
"2890","0","68261","78","Wo finde ich frauen dieMich zum mädchen machen","","Frau, Mädchen, Rollenspiel","Fetisch","adult/fetisch/wo-finde-ich-frauen-diemich-zum-maedchen-machen","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 22:10:16","2010-04-07 13:37:13"
"19605","0","0","65","Wie heißt mein persönlicher Schutzengel? 26.03.1988","","Schutzengel, 26.2.1988","Sternzeichen","astrologie/sternzeichen/wie-heisst-mein-persoenlicher-schutzengel-26-03-1988","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2010-04-29 14:35:27","2010-06-21 13:45:55"
"15146","0","0","62","Passen Jessica und Julius zusammen?","","Jessica, Julius","Horoskop","astrologie/horoskop/passen-jessica-und-julius-zusammen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-31 22:27:08","2010-05-05 14:59:26"
"18594","0","0","21","Von wem ist das lied little wonders","","little wonders, lied, rob, thomas","Musik-Charts","film-musik/musik-charts/von-wem-ist-das-lied-little-wonders","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2010-02-19 12:44:24","2010-06-15 11:39:19"
"12582","0","0","77","Warum stinken meine furze so stark nach verfaulten eiern","","furze, stinkenden","Fun","adult/fun/warum-stinken-meine-furze-so-stark-nach-verfaulten-eiern","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","10","2009-03-19 15:01:35","2010-04-18 14:34:04"
"12074","0","0","60","Was passiert bei einem diaper check?","","diaper, check","Familie & Kinder","liebe-beziehung/familie-kinder/was-passiert-bei-einem-diaper-check-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","10","2009-01-06 23:58:58","2010-04-15 18:17:08"
"16021","0","0","30","Wann erschien die erste Bravo und mit welchem Titelbild?","","Bravo, Titelbild","Bücher","literatur-sprache/buecher/wann-erschien-die-erste-bravo-und-mit-welchem-titelbild-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-08-19 01:27:00","2010-05-10 16:54:41"
"808","0","66139","77","Wie lang ist der längste Männer schwanz","","längster, Penis","Fun","adult/fun/wie-lang-ist-der-laengste-maenner-schwanz","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:48:48","2010-04-02 16:21:55"
"14192","0","0","62","Wie gut passen dirk und nicole zusammen?","","Dirk, Nicole","Horoskop","astrologie/horoskop/wie-gut-passen-dirk-und-nicole-zusammen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-24 01:36:00","2010-04-29 10:42:43"
"1678","0","67039","56","was ist denn hinter den weltraum","","was, ist, hinter, weltraum, universum","Technik","wissen/technik/was-ist-denn-hinter-den-weltraum","0","0","1","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:49:19","2010-05-27 16:10:06"
"4473","0","69838","53","Wie alt ist der älteste mensch der welt?","","älteste, Mensch, Weltweit","Weltrekorde","wissen/weltrekorde/wie-alt-ist-der-aelteste-mensch-der-welt-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2010-04-05 18:25:29","2010-04-08 11:00:35"
"2137","0","67508","35","Wie Weit ist die Erde von dem Mond entfernt?","","entfernung, entfernt, erde, mond","Physik","schule/physik/wie-weit-ist-die-erde-von-dem-mond-entfernt-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 17:50:12","2010-04-06 22:04:57"
"14331","0","0","56","Wie bekommt man wieder zerkratzte dvds zum laufen","","DVD","Technik","wissen/technik/wie-bekommt-man-wieder-zerkratzte-dvds-zum-laufen","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-24 21:57:00","2010-04-29 14:22:02"
"4481","0","69846","35","Wie groß ist das komplette Weltall in km ?","","Universum, Größe, Kilometer, Licht","Physik","schule/physik/wie-gross-ist-das-komplette-weltall-in-km-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2010-04-05 18:25:30","2010-04-08 11:06:12"
"712","0","66043","53","Wie hoch ist der geschwindigkeitsrekord auf dem Sachsenring??","","höchste, geschwindigkeit, sachsenring","Weltrekorde","wissen/weltrekorde/wie-hoch-ist-der-geschwindigkeitsrekord-auf-dem-sachsenring-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:48:44","2010-04-02 11:13:39"
"18348","0","0","56","Zu welchem anbieter gehört fonic?","","Fonic, o2, anbieter, handy, mobil","Technik","wissen/technik/zu-welchem-anbieter-gehoert-fonic-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2010-01-21 18:43:53","2010-06-14 12:21:47"
"16673","0","0","29","Was ist eine kniegeige?","","Kniegeige","Wortbedeutung","literatur-sprache/wortbedeutung/was-ist-eine-kniegeige-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-10-03 10:02:00","2010-05-31 17:55:40"
"20223","0","0","29","Was heißt Ficken?","","Ficken, fuck, Umgangssprache","Wortbedeutung","literatur-sprache/wortbedeutung/was-heisst-ficken-","0","0","2","0","0","1","0","1","0000-00-00 00:00:00","33","2010-05-25 12:57:01","2010-06-24 20:15:43"
"4232","0","69597","56","ICH DACHTE AUCH DARAN BILDER AUF DVD BRENNEN UND DANN ABSPIELEN","","Guru, Arbeitsweise, Bilder","Technik","wissen/technik/ich-dachte-auch-daran-bilder-auf-dvd-brennen-und-dann-abspielen","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-04-05 17:20:21","2010-04-07 20:39:54"
"766","0","66097","56","Wie viele kondome muss mann füllen um das olympische schwimmbecken leer zu bekommen?","","Kondome, füllen, Schwimmbecken, Wasser","Technik","wissen/technik/wie-viele-kondome-muss-mann-fuellen-um-das-olympische-schwimmbecken-leer-zu-bekommen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:48:46","2010-04-02 15:57:31"
"9246","0","0","65","wie heißt mein schutzengel 22.11.1999","Details:","Schutzengel, 22.11.1999","Sternzeichen","astrologie/sternzeichen/wie-heisst-mein-schutzengel-22-11-1999","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2010-04-07 14:04:12","2010-06-17 10:57:11"
"15694","0","0","56","Wer oder was ist eine Lutte?","","Erklärung, Lutte, Bergbau","Technik","wissen/technik/wer-oder-was-ist-eine-lutte-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2009-08-08 17:59:00","2010-05-05 20:46:13"
"4240","0","69605","53","Wie viel wiegt der schwerste Mensch der Welt?Tom","","Gewicht, Mensch, Körpergewicht, Essen","Weltrekorde","wissen/weltrekorde/wie-viel-wiegt-der-schwerste-mensch-der-welt-tom","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-04-05 17:20:22","2010-04-07 20:41:32"
"17559","0","0","55","Wer entscheidet darüber ob eine partei bei der bundestagswahl antreten darf ?","","Partei, antreten, Bundestagswahl, anerkennung, bundeswahlausschuss","Politik","wissen/politik/wer-entscheidet-darueber-ob-eine-partei-bei-der-bundestagswahl-antreten-darf-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-11-12 08:24:00","2010-06-03 11:42:56"
"3082","0","68453","56","Was ist krugerrand??","","krugerrand, was, ist","Technik","wissen/technik/was-ist-krugerrand-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 23:15:20","2010-04-07 14:37:43"
"14143","0","0","62","Liebt kerim b. Aliyah s. Noch","","Kerim, Aliyah","Horoskop","astrologie/horoskop/liebt-kerim-b-aliyah-s-noch","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-23 18:30:09","2010-04-28 17:18:53"
"16618","0","0","29","Was bedeutet die Abkürzung ATL?","","ATL, Marketing, englisch","Wortbedeutung","literatur-sprache/wortbedeutung/was-bedeutet-die-abkuerzung-atl-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-10-07 21:55:00","2010-06-01 14:59:08"
"15733","0","0","56","Trainiert der abtronic x2 aus dem tv wirklich die muskulatur?","","Abtronic X2, Muskulatur","Technik","wissen/technik/trainiert-der-abtronic-x2-aus-dem-tv-wirklich-die-muskulatur-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-08-11 13:21:00","2010-05-06 16:42:45"
"9606","0","0","61","liebt jan mich?","Details:","Jan","Partnerschaft","liebe-beziehung/partnerschaft/liebt-jan-mich-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","11","2010-04-10 00:51:33","2010-06-17 14:30:35"
"19030","0","0","56","Was ist ein RPG Werfer?","","RPG, Werfer, Panzerabwehr, Granatwerfer, sowjet","Technik","wissen/technik/was-ist-ein-rpg-werfer-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2010-04-01 22:44:00","2010-06-16 17:01:28"
"9499","0","0","48","wo kommt ein Außerirdischer vor der sich zum essen auf die Nahrung setzt?","Details:","Aliens, Nahrung, Außerirdischer","Kunst","wissen/kunst/wo-kommt-ein-ausserirdischer-vor-der-sich-zum-essen-auf-die-nahrung-setzt-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2010-04-08 02:40:00","2010-06-17 12:01:57"
"17835","0","0","29","Was bedeutet pimpern","","pimpern","Wortbedeutung","literatur-sprache/wortbedeutung/was-bedeutet-pimpern","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-12-18 09:09:01","2010-06-04 17:04:04"
"20672","0","0","87","was heißt macarena auf deutsch??","","Übersetzung,  Lied, Macarena","Unnützes","wissen/unnuetzes/was-heisst-macarena-auf-deutsch-","0","0","1","0","0","1","0","0","0000-00-00 00:00:00","17","2010-06-08 21:27:10","2010-06-26 06:41:14"
"16856","0","0","65","Welche Eigenschaften hat das Sternzeichen Wassermann?","","Wassermann, Charakter, Eigenschaften","Sternzeichen","astrologie/sternzeichen/welche-eigenschaften-hat-das-sternzeichen-wassermann-","0","0","0","0","0","1","0","1","0000-00-00 00:00:00","13","2009-09-04 12:02:00","2010-05-27 13:12:28"
"1496","0","66857","53","Was ist die stärkste yugioh karte?","","Yugioh, beste, karte","Weltrekorde","wissen/weltrekorde/was-ist-die-staerkste-yugioh-karte-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:49:12","2010-04-06 11:59:15"
"9644","0","0","65","Wie heißt mein persönlicher Schutzengel? 24.03.1996","Details:","Schutzengel, Astrologie, März, 1996","Sternzeichen","astrologie/sternzeichen/wie-heisst-mein-persoenlicher-schutzengel-24-03-1996","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","16","2010-04-11 00:22:06","2010-06-17 15:27:09"
"13780","0","0","61","Passen Daniel und Jenny zusammen?","","Bezeihung, Prognose, Harmonisieren","Partnerschaft","liebe-beziehung/partnerschaft/passen-daniel-und-jenny-zusammen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2009-06-25 12:11:36","2010-04-26 21:13:33"
"1158","0","66519","61","Hab ich mit der Jasmin eine zukunft?","","Partnerschaft, Zukunft","Partnerschaft","liebe-beziehung/partnerschaft/hab-ich-mit-der-jasmin-eine-zukunft-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:49:00","2010-04-03 13:15:14"
"19951","0","0","43","ist amerika teurer wenn der euro absackt?","","Amerika, Euro, Wechselkurs","Shopping","freizeit-sport/shopping/ist-amerika-teurer-wenn-der-euro-absackt-","0","0","1","0","0","1","0","0","0000-00-00 00:00:00","25","2010-05-14 19:50:07","2010-06-23 13:11:59"
"4798","0","70163","32","Wie viele hirnzellen gibt es?","","Hirn, Gehirn","Biologie","schule/biologie/wie-viele-hirnzellen-gibt-es-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","8","2010-04-05 19:30:45","2010-04-08 19:10:11"
"14292","0","0","62","Wann meldet sich meine ex freundin bei mir wieder?","","Ex-Freundin","Horoskop","astrologie/horoskop/wann-meldet-sich-meine-ex-freundin-bei-mir-wieder-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-24 20:03:00","2010-04-29 12:57:40"
"5919","0","71284","N","Wie lange bleibe ich mit Jenni zusammen?","","N","N","N","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","10","2010-04-06 02:00:39","2010-04-09 13:52:55"
"13692","0","0","29","Wer hat das essensgericht tartar erfunden?","","Tatar","Wortbedeutung","literatur-sprache/wortbedeutung/wer-hat-das-essensgericht-tartar-erfunden-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-06-07 19:21:14","2010-04-26 15:29:24"
"11765","0","0","71","wie gross PRINSIN STFANI AUS SCHWEDEN U IHR GEWICHT","","Kronprinzessin, Schweden","Politiker","stars-promis/politiker/wie-gross-prinsin-stfani-aus-schweden-u-ihr-gewicht","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2008-12-11 20:44:32","2010-04-15 13:43:38"
"14360","0","0","49","Ab welchem alter darf man tabak kaufen ?","","Tabak, Zigaretten","Pflanzen","wissen/pflanzen/ab-welchem-alter-darf-man-tabak-kaufen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-25 16:39:00","2010-04-29 15:00:43"
"17089","0","0","72","Wie heißt space cowboy mit bürgerlichem namen?","","DJ, Space Cowboy, Nick, Dresti","Popstars","stars-promis/popstars/wie-heisst-space-cowboy-mit-buergerlichem-namen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-09-09 13:57:00","2010-05-28 10:19:18"
"1688","0","67049","81","Mit wie vielen männern hatte Gina wild alias michaela schaffrath Sexuellen kontakt?","","gina, wild, wie, viele, männer, sex","Pornofilme/Internet","adult/pornofilme-internet/mit-wie-vielen-maennern-hatte-gina-wild-alias-michaela-schaffrath-sexuellen-kontakt-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:49:20","2010-04-06 15:04:54"
"4605","0","69970","N","In wenn bin ich","","N","N","N","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","8","2010-04-05 18:25:54","2010-04-08 17:34:32"
"16532","0","0","34","Wie eloxiere ich richtig","","Eloxieren","Chemie","schule/chemie/wie-eloxiere-ich-richtig","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-08-30 19:59:00","2010-05-26 15:55:24"
"5540","0","70905","N","B. 1","","N","N","N","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","4","2010-04-05 23:50:41","2010-04-09 11:09:47"
"5041","0","70406","53","Wid alt ist der älteste mensch.","","älteste, Mensch, weltweit","Weltrekorde","wissen/weltrekorde/wid-alt-ist-der-aelteste-mensch-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2010-04-05 21:40:21","2010-04-08 20:26:54"
"4686","0","70051","56","Wofür steht die Marke Scania","","marke, scania, wofür","Technik","wissen/technik/wofuer-steht-die-marke-scania","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","10","2010-04-05 19:30:23","2010-04-08 18:15:32"
"18708","0","0","82","Ist vivian schmitt eine gute pornodarstellerin?","","Vivian, Schmitt, Eroticline, Award","Celebrities/Pornostars","adult/celebrities-pornostars/ist-vivian-schmitt-eine-gute-pornodarstellerin-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","16","2010-02-25 16:28:44","2010-06-15 17:09:46"
"19613","0","0","29","was ist stalinismus","","Stalinismus","Wortbedeutung","literatur-sprache/wortbedeutung/was-ist-stalinismus","0","0","1","0","0","1","0","0","0000-00-00 00:00:00","5","2010-04-29 21:47:07","2010-06-21 14:09:23"
"15335","0","0","62","AB WANN IST IM HOROSKOP NEUES IN DER LIEBE ANGEZEIGT? 28.08.1968","","Liebe","Horoskop","astrologie/horoskop/ab-wann-ist-im-horoskop-neues-in-der-liebe-angezeigt-28-08-1968","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-08-03 16:24:20","2010-05-05 18:03:08"
"14332","0","0","72","Was singt Maite Kelly am 14.8.2009 in Wilhelmshaven","","Maite Kelly, kelly family","Popstars","stars-promis/popstars/was-singt-maite-kelly-am-14-8-2009-in-wilhelmshaven","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-07-24 22:00:00","2010-04-29 14:22:29"
"19197","0","0","49","Warum ist die Banane krum?","","warum, banane, krumm","Pflanzen","wissen/pflanzen/warum-ist-die-banane-krum-","0","0","2","0","0","1","0","1","0000-00-00 00:00:00","22","2010-04-14 16:27:41","2010-06-18 01:43:42"
"796","0","66127","36","1+1","","Mathematik, Addition","Mathematik","schule/mathematik/1-1","0","0","4","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:48:47","2010-05-31 13:45:38"
"17473","0","0","56","Wie funktioniert das pumpe düse system bei vw?","","Pumpe, Düse, system, VW, funktion","Technik","wissen/technik/wie-funktioniert-das-pumpe-duese-system-bei-vw-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-11-05 01:38:01","2010-06-03 11:21:51"
"909","0","66270","56","Was ist ein negerkeks?","","negerkeks, schleifmittel","Technik","wissen/technik/was-ist-ein-negerkeks-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 16:48:51","2010-04-03 11:19:32"
"4191","0","69556","56","WER KANN EUCH DABEI BEOBACHTEN","","Guru, Arbeit","Technik","wissen/technik/wer-kann-euch-dabei-beobachten","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-04-05 16:15:47","2010-04-07 20:20:53"
"12813","0","0","29","Wie lautet die chaostheorie?","","Theorien, Wetter, Verhalten","Wortbedeutung","literatur-sprache/wortbedeutung/wie-lautet-die-chaostheorie-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","8","2009-04-08 23:13:27","2010-04-18 17:11:24"
"9486","0","0","N","ist lukas longerisch schwul","Details:","N","N","ist-lukas-longerisch-schwul","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","5","2010-04-08 01:07:38","2010-06-17 11:41:25"
"14892","0","0","61","Wie gut passen klaudija und sven zusammen?","","Liebe, Name","Partnerschaft","liebe-beziehung/partnerschaft/wie-gut-passen-klaudija-und-sven-zusammen-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2009-07-31 00:33:53","2010-05-03 21:23:55"
"17102","0","0","29","Was bedeutet Halloween?","","Halloween","Wortbedeutung","literatur-sprache/wortbedeutung/was-bedeutet-halloween-","0","0","0","0","0","1","0","1","0000-00-00 00:00:00","13","2009-10-31 13:43:17","2010-06-02 18:09:07"
"19419","0","0","N","Stinken sie?","Bla!!!","N","N","stinken-sie-","0","0","2","0","0","0","1","1","0000-00-00 00:00:00","22","2010-04-21 11:07:11","2010-06-19 15:18:26"
"4137","0","69502","70","Wie Viel Verdint Deivid Bekame In Einer sekunde","","Gehalt, David, Beckham, Sekunde","Prominente","stars-promis/prominente/wie-viel-verdint-deivid-bekame-in-einer-sekunde","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-04-05 16:15:38","2010-04-07 19:28:48"
"16999","0","0","29","Was ist \"Makramee\"?","","Makramé, Makramee, orient","Wortbedeutung","literatur-sprache/wortbedeutung/was-ist-makramee-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-10-29 23:41:00","2010-06-02 18:03:43"
"16604","0","0","70","Wer hat am 15.7 geburtstag.?","","15.07., Geburtstag, July, 15.","Prominente","stars-promis/prominente/wer-hat-am-15-7-geburtstag-","0","0","0","0","0","1","0","1","0000-00-00 00:00:00","13","2009-08-31 13:52:00","2010-05-26 16:33:39"
"12391","0","0","29","Was bedeutet eigentlich Bimbo?","","Bimbo","Wortbedeutung","literatur-sprache/wortbedeutung/was-bedeutet-eigentlich-bimbo-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","5","2009-02-02 21:38:56","2010-04-16 11:35:31"
"17658","0","0","70","Welches Sternzeichen ist: Paris Hiltons Schwester(nicht Nicky),Cindy Crowford's Mutter,Evita von Argentinien und 1. Tochter von die Walt Disney?","","Nicky Hilton, Cindy Crawford, Eva Peròn, Diane Disney, Sternzeichen","Prominente","stars-promis/prominente/welches-sternzeichen-ist-paris-hiltons-schwester-nicht-nicky-cindy-crowford-s-mutter-evita-von-argentinien-und-1-tochter-von-die-walt-disney-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","13","2009-11-25 16:48:51","2010-06-03 12:56:14"
"14781","0","0","21","Wie viele Singles und Alben hat Beyoncè insgesamt verkauft?","","Verkauf, Beyoncé, Alben, singles","Musik-Charts","film-musik/musik-charts/wie-viele-singles-und-alben-hat-beyoncè-insgesamt-verkauft-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","9","2009-07-30 12:35:00","2010-05-03 20:16:21"
"7187","0","72552","N","Nächster test","","N","N","N","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","9","2010-04-06 08:35:40","2010-04-11 20:31:15"
"20192","0","0","N","werde ich mit meiner neuen bf nächste woche zusammenkommen","wir kennen uns 3 tage und haben die gleichen interessen . musik geschmak. und sie findet meinen arsch hübsch :D","N","N","werde-ich-mit-meiner-neuen-bf-naechste-woche-zusammenkommen","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","33","2010-05-24 13:42:33","2010-06-24 19:56:31"
"2429","0","67800","70","Was kann der wrestler undertaker hochheben??","","Wrestling, WWE, Undertaker, Kraftsport","Prominente","stars-promis/prominente/was-kann-der-wrestler-undertaker-hochheben-","0","0","0","0","0","1","0","0","0000-00-00 00:00:00","0","2010-03-31 20:00:18","2010-04-07 01:25:50"
"7405","0","72770","N","P1","","N","N","N","0","0","0","0","0","0","1","1","0000-00-00 00:00:00","9","2010-04-06 09:40:52","2010-04-11 21:41:00"
